ALCHEMY_SCORE,ALCHEMY_TEXT,DAY,HOUR,IMAGEBOX,MINUTE,MONTH,SECOND,VISUAL_IMAGE,YEAR,_ID,_REV,ARRAY_INDEX,CLASSIFIER_ID,NAME,SCORE,_ID
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,12,Pubbing,Pubbing,0.557019,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,11,Archery,Archery,0.696654,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,10,Beauty_Salon,Beauty_Salon,0.763486,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,9,Tamale,Tamale,0.771542,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,8,Dish_Washer,Dish_Washer,0.773903,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,7,Food_Court,Food_Court,0.82262,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,6,Stove,Stove,0.841145,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,5,Shoe_Store,Shoe_Store,0.842901,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,4,Mixed_Color,Mixed_Color,0.843144,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,3,Clothing_Store,Clothing_Store,0.843917,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,2,Riot,Riot,0.848987,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,1,Oven,Oven,0.90357,20160402205530-10-00
0.989013,person,02,20,466x478+88+0,55,04,30,20160402205530-10-00.jpg,2016,20160402205530-10-00,1-8d7148b3929d72a0d4c7c77ef08fbb4d,0,Yellow,Yellow,0.947959,20160402205530-10-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,13,Flood,Flood,0.501648,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,12,Prison,Prison,0.540594,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,11,Bowling_Alley,Bowling_Alley,0.542824,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,10,Gazebo,Gazebo,0.544721,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,9,Home_Theater,Home_Theater,0.563272,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,8,Cliff_Diving,Cliff_Diving,0.636123,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,7,Gray,Gray,0.667717,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,6,Lamp,Lamp,0.742319,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,5,Refrigerator,Refrigerator,0.785393,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,4,Hang_Gliding,Hang_Gliding,0.838899,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,3,Musical_Instrument,Musical_Instrument,0.844753,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,2,Piano,Piano,0.860401,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,1,Night_Sky,Night_Sky,0.954568,20160402200334-01-00
,NO_TAGS,02,20,58x64+286+78,03,04,34,20160402200334-01-00.jpg,2016,20160402200334-01-00,1-3ed2d83d8a10852df3c82c6d2ee0363b,0,Black,Black,0.957878,20160402200334-01-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,13,Camping,Camping,0.507152,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,12,Overpass,Overpass,0.534093,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,11,Cliff_Diving,Cliff_Diving,0.581824,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,10,Gray,Gray,0.609042,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,9,Prison,Prison,0.629984,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,8,Gazebo,Gazebo,0.672753,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,7,Bowling_Alley,Bowling_Alley,0.689285,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,6,Military_Plane,Military_Plane,0.755503,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,5,Musical_Instrument,Musical_Instrument,0.785001,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,4,Refrigerator,Refrigerator,0.841933,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,3,Hang_Gliding,Hang_Gliding,0.855956,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,2,Piano,Piano,0.880831,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,1,Black,Black,0.960639,20160402205255-09-00
,NO_TAGS,02,20,62x68+282+74,52,04,55,20160402205255-09-00.jpg,2016,20160402205255-09-00,1-2323b2e3826df89b2dfac369d97b6f52,0,Night_Sky,Night_Sky,0.970858,20160402205255-09-00
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,18,Appliance,Appliance,0.506278,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,17,Restaurant,Restaurant,0.627141,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,16,Clubbing,Clubbing,0.633331,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,15,Mixed_Color,Mixed_Color,0.658518,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,14,Food_Court,Food_Court,0.68572,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,13,Rest_Room,Rest_Room,0.707203,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,12,Industrial_Space,Industrial_Space,0.725648,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,11,Living_Room,Living_Room,0.727192,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,10,Pubbing,Pubbing,0.736822,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,9,Wine_Cellar,Wine_Cellar,0.775379,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,8,Engine_or_Control_Room,Engine_or_Control_Room,0.784065,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,7,Kayaking,Kayaking,0.810433,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,6,Archery,Archery,0.819254,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,5,Engine_Room,Engine_Room,0.824687,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,4,Oven,Oven,0.901301,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,3,Microwave,Microwave,0.929589,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,2,Stove,Stove,0.944677,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,1,Yellow,Yellow,0.947845,20160402205601-11-01
,NO_TAGS,02,20,104x160+416+202,56,04,01,20160402205601-11-01.jpg,2016,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,0,Dish_Washer,Dish_Washer,0.951347,20160402205601-11-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,14,Sedan,Sedan,0.514813,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,13,Camping,Camping,0.549253,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,12,Bowling_Alley,Bowling_Alley,0.579161,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,11,Apartment_Building,Apartment_Building,0.590139,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,10,Gray,Gray,0.591867,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,9,Cliff_Diving,Cliff_Diving,0.593081,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,8,Prison,Prison,0.630036,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,7,Control_Room,Control_Room,0.667466,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,6,Guitar,Guitar,0.769374,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,5,Refrigerator,Refrigerator,0.798736,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,4,Hang_Gliding,Hang_Gliding,0.826144,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,3,Musical_Instrument,Musical_Instrument,0.840831,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,2,Piano,Piano,0.900472,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,1,Black,Black,0.962122,20160402200942-02-01
,NO_TAGS,02,20,64x70+282+72,09,04,42,20160402200942-02-01.jpg,2016,20160402200942-02-01,1-6f4ec31d2b10028b8e0c09257f72dc46,0,Night_Sky,Night_Sky,0.971937,20160402200942-02-01
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,12,Sky_Scene,Sky_Scene,0.50362,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,11,Waterscape,Waterscape,0.525418,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,10,Prison,Prison,0.550277,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,9,Gray,Gray,0.614772,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,8,Cliff_Diving,Cliff_Diving,0.684116,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,7,Lamp,Lamp,0.759055,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,6,Gazebo,Gazebo,0.775704,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,5,Military_Plane,Military_Plane,0.779992,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,4,Refrigerator,Refrigerator,0.797301,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,3,Hang_Gliding,Hang_Gliding,0.826287,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,2,Piano,Piano,0.840987,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,1,Night_Sky,Night_Sky,0.952119,20160402204331-06-00
,NO_TAGS,02,20,58x70+284+74,43,04,31,20160402204331-06-00.jpg,2016,20160402204331-06-00,1-0c2b8332f09b6117d0180d6713848cd1,0,Black,Black,0.957079,20160402204331-06-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,18,Appliance,Appliance,0.511227,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,17,Industrial_Space,Industrial_Space,0.581083,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,16,Eatery_Space,Eatery_Space,0.594958,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,15,Lobby,Lobby,0.602729,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,14,Living_Room,Living_Room,0.608946,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,13,Restaurant,Restaurant,0.618348,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,12,Mixed_Color,Mixed_Color,0.638278,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,11,Clubbing,Clubbing,0.648327,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,10,Beauty_Salon,Beauty_Salon,0.654883,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,9,Riot,Riot,0.738917,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,8,Wine_Cellar,Wine_Cellar,0.770174,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,7,Food_Court,Food_Court,0.77212,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,6,Archery,Archery,0.833544,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,5,Pubbing,Pubbing,0.835557,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,4,Piano,Piano,0.906271,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,3,Microwave,Microwave,0.937329,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,2,Stove,Stove,0.940585,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,1,Yellow,Yellow,0.943985,20160402210211-12-00
,NO_TAGS,02,21,38x60+386+214,02,04,11,20160402210211-12-00.jpg,2016,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,0,Dish_Washer,Dish_Washer,0.958719,20160402210211-12-00
,NO_TAGS,02,20,62x64+284+76,20,04,02,20160402202002-03-00.jpg,2016,20160402202002-03-00,1-8fadc32e7b49b6e22167659f8e41cc75,12,Ice_Skating,Ice_Skating,0.520833,20160402202002-03-00
,NO_TAGS,02,20,62x64+284+76,20,04,02,20160402202002-03-00.jpg,2016,20160402202002-03-00,1-8fadc32e7b49b6e22167659f8e41cc75,11,Prison,Prison,0.533387,20160402202002-03-00
,NO_TAGS,02,20,62x64+284+76,20,04,02,20160402202002-03-00.jpg,2016,20160402202002-03-00,1-8fadc32e7b49b6e22167659f8e41cc75,10,Gray,Gray,0.614575,20160402202002-03-00
