ALCHEMY_SCORE,ALCHEMY_TEXT,HOUR,CLASSIFIER_ID,SCORE
,NO_TAGS,12,Oven,0.957596
,NO_TAGS,12,Mixed_Color,0.969464
0.450166,person,12,Appliance,0.525122
0.450166,person,12,Archery,0.546774
0.450166,person,12,Engine_or_Control_Room,0.788318
0.450166,person,12,Table_Tennis,0.794918
0.450166,person,12,Engine_Room,0.809637
0.450166,person,12,Beauty_Salon,0.817898
0.450166,person,12,Riot,0.833474
0.450166,person,12,Stockroom,0.855307
0.450166,person,12,Control_Room,0.888327
0.450166,person,12,Pubbing,0.90452
0.450166,person,12,Dish_Washer,0.912442
0.450166,person,12,Microwave,0.918909
0.450166,person,12,Oven,0.954514
0.450166,person,12,Stove,0.962301
0.450166,person,12,Mixed_Color,0.970356
,NO_TAGS,12,Storm,0.509868
,NO_TAGS,12,Appliance,0.515545
,NO_TAGS,12,Engine_or_Control_Room,0.578943
,NO_TAGS,12,Beauty_Salon,0.682632
,NO_TAGS,12,Table_Tennis,0.745725
,NO_TAGS,12,Riot,0.846793
,NO_TAGS,12,Stockroom,0.848299
,NO_TAGS,12,Control_Room,0.863204
,NO_TAGS,12,Microwave,0.906446
,NO_TAGS,12,Dish_Washer,0.940331
,NO_TAGS,12,Stove,0.940651
,NO_TAGS,12,Pubbing,0.940895
,NO_TAGS,12,Oven,0.955567
,NO_TAGS,12,Mixed_Color,0.969983
0.574443,person,12,Appliance,0.503857
0.574443,person,12,Archery,0.563336
0.574443,person,12,Disturbance,0.643212
0.574443,person,12,Engine_or_Control_Room,0.775853
0.574443,person,12,Beauty_Salon,0.842106
0.574443,person,12,Stockroom,0.861627
0.574443,person,12,Control_Room,0.872671
0.574443,person,12,Engine_Room,0.87429
0.574443,person,12,Riot,0.901024
0.574443,person,12,Microwave,0.913643
0.574443,person,12,Pubbing,0.915736
0.574443,person,12,Dish_Washer,0.924242
0.574443,person,12,Oven,0.940726
0.574443,person,12,Stove,0.959132
0.574443,person,12,Mixed_Color,0.970978
0.978119,person,12,Appliance,0.522363
0.978119,person,12,Motor_Sport,0.550991
0.978119,person,12,Table_Tennis,0.59856
0.978119,person,12,Engine_Room,0.64317
0.978119,person,12,Engine_or_Control_Room,0.728836
0.978119,person,12,Beauty_Salon,0.79617
0.978119,person,12,Control_Room,0.822938
0.978119,person,12,Riot,0.855976
0.978119,person,12,Stockroom,0.865768
0.978119,person,12,Pubbing,0.900993
0.978119,person,12,Microwave,0.904002
0.978119,person,12,Oven,0.947004
0.978119,person,12,Dish_Washer,0.94935
0.978119,person,12,Stove,0.951437
0.978119,person,12,Mixed_Color,0.969996
0.924142,person,12,Appliance,0.522197
0.924142,person,12,Engine_or_Control_Room,0.620229
0.924142,person,12,Motor_Sport,0.626557
0.924142,person,12,Archery,0.67699
0.924142,person,12,Engine_Room,0.768989
0.924142,person,12,Control_Room,0.796125
0.924142,person,12,Beauty_Salon,0.814326
0.924142,person,12,Stockroom,0.867404
0.924142,person,12,Riot,0.873423
0.924142,person,12,Pubbing,0.892546
0.924142,person,12,Dish_Washer,0.918177
0.924142,person,12,Microwave,0.931821
0.924142,person,12,Oven,0.943618
0.924142,person,12,Stove,0.948465
0.924142,person,12,Mixed_Color,0.96915
0.880797,person,13,Appliance,0.520377
0.880797,person,13,Archery,0.588144
0.880797,person,13,Engine_or_Control_Room,0.593505
0.880797,person,13,Big_Group,0.598458
0.880797,person,13,Control_Room,0.72193
0.880797,person,13,Beauty_Salon,0.765401
0.880797,person,13,Riot,0.802511
0.880797,person,13,Engine_Room,0.855931
0.880797,person,13,Stockroom,0.866721
0.880797,person,13,Microwave,0.903203
0.880797,person,13,Pubbing,0.937248
0.880797,person,13,Oven,0.946981
0.880797,person,13,Dish_Washer,0.948183
0.880797,person,13,Stove,0.966185
0.880797,person,13,Mixed_Color,0.971326
0.858149,person,13,Appliance,0.500229
0.858149,person,13,Disturbance,0.531276
0.858149,person,13,Big_Group,0.603427
0.858149,person,13,Archery,0.605614
0.858149,person,13,Crowd,0.608296
0.858149,person,13,Living_Room,0.65736
0.858149,person,13,Assembly_Plant,0.676828
0.858149,person,13,Engine_or_Control_Room,0.801267
0.858149,person,13,Beauty_Salon,0.809313
0.858149,person,13,Riot,0.848707
0.858149,person,13,Stockroom,0.857522
0.858149,person,13,Engine_Room,0.890105
0.858149,person,13,Microwave,0.899645
0.858149,person,13,Pubbing,0.917718
0.858149,person,13,Oven,0.943187
0.858149,person,13,Dish_Washer,0.943626
0.858149,person,13,Stove,0.964591
0.858149,person,13,Mixed_Color,0.970778
0.956893,person,13,Engine_or_Control_Room,0.504145
0.956893,person,13,Appliance,0.518865
0.956893,person,13,Living_Room,0.538443
0.956893,person,13,Industrial_Space,0.539561
0.956893,person,13,Disturbance,0.557553
0.956893,person,13,Big_Group,0.562941
0.956893,person,13,Archery,0.697937
0.956893,person,13,Assembly_Plant,0.74675
0.956893,person,13,Pubbing,0.837589
0.956893,person,13,Beauty_Salon,0.847509
0.956893,person,13,Stockroom,0.864034
0.956893,person,13,Engine_Room,0.864899
0.956893,person,13,Riot,0.876742
0.956893,person,13,Microwave,0.889348
0.956893,person,13,Dish_Washer,0.931726
0.956893,person,13,Oven,0.935449
0.956893,person,13,Stove,0.959026
0.956893,person,13,Mixed_Color,0.971769
0.924142,person,13,Whiskey,0.500122
0.924142,person,13,Appliance,0.517532
0.924142,person,13,Disturbance,0.539549
0.924142,person,13,Engine_or_Control_Room,0.726478
0.924142,person,13,Beauty_Salon,0.820498
0.924142,person,13,Riot,0.841071
0.924142,person,13,Control_Room,0.845627
0.924142,person,13,Engine_Room,0.847176
0.924142,person,13,Stockroom,0.861174
0.924142,person,13,Microwave,0.931847
0.924142,person,13,Pubbing,0.934354
0.924142,person,13,Dish_Washer,0.938141
0.924142,person,13,Oven,0.942485
0.924142,person,13,Stove,0.962392
0.924142,person,13,Mixed_Color,0.971773
0.900249,person,13,Appliance,0.525016
0.900249,person,13,Eatery_Space,0.526293
0.900249,person,13,Big_Group,0.535866
0.900249,person,13,Engine_or_Control_Room,0.563937
0.900249,person,13,Disturbance,0.582217
0.900249,person,13,Archery,0.636205
0.900249,person,13,Control_Room,0.730747
0.900249,person,13,Engine_Room,0.732033
0.900249,person,13,Riot,0.849241
0.900249,person,13,Beauty_Salon,0.860725
0.900249,person,13,Stockroom,0.863985
0.900249,person,13,Microwave,0.924582
0.900249,person,13,Pubbing,0.939075
0.900249,person,13,Dish_Washer,0.943432
0.900249,person,13,Oven,0.945351
0.900249,person,13,Stove,0.966719
0.900249,person,13,Mixed_Color,0.972446
,NO_TAGS,13,Appliance,0.500519
,NO_TAGS,13,Table_Tennis,0.542543
,NO_TAGS,13,Engine_or_Control_Room,0.569171
,NO_TAGS,13,Dining_Room,0.626386
,NO_TAGS,13,Storm,0.682874
,NO_TAGS,13,Beauty_Salon,0.687868
,NO_TAGS,13,Riot,0.742741
,NO_TAGS,13,Control_Room,0.826013
,NO_TAGS,13,Stockroom,0.83163
,NO_TAGS,13,Microwave,0.924759
,NO_TAGS,13,Dish_Washer,0.930467
,NO_TAGS,13,Pubbing,0.942009
,NO_TAGS,13,Oven,0.946375
,NO_TAGS,13,Stove,0.960365
,NO_TAGS,13,Mixed_Color,0.970979
0.880797,person,13,Appliance,0.508238
0.880797,person,13,Eatery_Space,0.520035
0.880797,person,13,Table_Tennis,0.563516
0.880797,person,13,Engine_or_Control_Room,0.665
0.880797,person,13,Barber_Shop,0.678567
0.880797,person,13,Disturbance,0.710459
0.880797,person,13,Riot,0.841356
0.880797,person,13,Beauty_Salon,0.846445
0.880797,person,13,Stockroom,0.862922
0.880797,person,13,Control_Room,0.883622
0.880797,person,13,Microwave,0.900391
0.880797,person,13,Dish_Washer,0.92353
0.880797,person,13,Oven,0.940761
0.880797,person,13,Pubbing,0.941399
0.880797,person,13,Stove,0.965212
0.880797,person,13,Mixed_Color,0.972643
0.710949,person,13,Appliance,0.51259
0.710949,person,13,Table_Tennis,0.529459
0.710949,person,13,Whiskey,0.532926
0.710949,person,13,Industrial_Space,0.558035
0.710949,person,13,Disturbance,0.707508
0.710949,person,13,Beauty_Salon,0.833088
0.710949,person,13,Engine_or_Control_Room,0.844075
0.710949,person,13,Engine_Room,0.850933
0.710949,person,13,Stockroom,0.861217
0.710949,person,13,Riot,0.884023
0.710949,person,13,Control_Room,0.893512
0.710949,person,13,Microwave,0.906489
0.710949,person,13,Pubbing,0.942668
0.710949,person,13,Dish_Washer,0.944634
0.710949,person,13,Oven,0.94508
0.710949,person,13,Stove,0.966481
0.710949,person,13,Mixed_Color,0.972647
0.524979,person,13,Appliance,0.531352
0.524979,person,13,Industrial_Space,0.590075
0.524979,person,13,Disturbance,0.595582
0.524979,person,13,Engine_or_Control_Room,0.688808
0.524979,person,13,Archery,0.731939
0.524979,person,13,Living_Room,0.741377
0.524979,person,13,Control_Room,0.83094
0.524979,person,13,Beauty_Salon,0.853179
0.524979,person,13,Stockroom,0.861731
0.524979,person,13,Riot,0.873007
0.524979,person,13,Engine_Room,0.898656
0.524979,person,13,Microwave,0.908465
0.524979,person,13,Pubbing,0.91535
0.524979,person,13,Oven,0.93878
0.524979,person,13,Dish_Washer,0.945979
0.524979,person,13,Stove,0.966724
0.524979,person,13,Mixed_Color,0.972693
0.5,person,13,Appliance,0.526624
0.5,person,13,Industrial_Space,0.526816
0.5,person,13,Living_Room,0.559345
0.5,person,13,Disturbance,0.611964
0.5,person,13,Engine_or_Control_Room,0.642503
0.5,person,13,Table_Tennis,0.679076
0.5,person,13,Control_Room,0.801673
0.5,person,13,Engine_Room,0.827053
0.5,person,13,Beauty_Salon,0.841705
0.5,person,13,Stockroom,0.863192
0.5,person,13,Riot,0.880463
0.5,person,13,Microwave,0.894801
0.5,person,13,Pubbing,0.938437
0.5,person,13,Dish_Washer,0.947718
0.5,person,13,Oven,0.949823
0.5,person,13,Stove,0.966422
0.5,person,13,Mixed_Color,0.971713
0.598688,person,13,Appliance,0.507396
0.598688,person,13,Eatery_Space,0.510484
0.598688,person,13,Crowd,0.537049
0.598688,person,13,Industrial_Space,0.593271
0.598688,person,13,Table_Tennis,0.684217
0.598688,person,13,Disturbance,0.746201
0.598688,person,13,Engine_Room,0.81031
0.598688,person,13,Beauty_Salon,0.827434
0.598688,person,13,Engine_or_Control_Room,0.840036
0.598688,person,13,Stockroom,0.855578
0.598688,person,13,Control_Room,0.891834
0.598688,person,13,Riot,0.89489
0.598688,person,13,Microwave,0.927406
0.598688,person,13,Dish_Washer,0.940251
0.598688,person,13,Oven,0.946043
0.598688,person,13,Pubbing,0.946186
0.598688,person,13,Stove,0.963977
0.598688,person,13,Mixed_Color,0.971283
0.942676,person,13,Crowd,0.514658
0.942676,person,13,Appliance,0.528765
0.942676,person,13,Table_Tennis,0.624964
0.942676,person,13,Barber_Shop,0.642539
0.942676,person,13,Living_Room,0.655281
0.942676,person,13,Control_Room,0.664237
0.942676,person,13,Engine_or_Control_Room,0.666136
0.942676,person,13,Archery,0.723073
0.942676,person,13,Stockroom,0.856337
0.942676,person,13,Riot,0.859673
0.942676,person,13,Beauty_Salon,0.865381
0.942676,person,13,Microwave,0.93061
0.942676,person,13,Pubbing,0.936135
0.942676,person,13,Dish_Washer,0.940809
0.942676,person,13,Oven,0.948993
0.942676,person,13,Stove,0.962499
0.942676,person,13,Mixed_Color,0.973221
0.710949,person,13,Appliance,0.522907
0.710949,person,13,Engine_or_Control_Room,0.600121
0.710949,person,13,Archery,0.621695
0.710949,person,13,Table_Tennis,0.691703
0.710949,person,13,Beauty_Salon,0.759731
0.710949,person,13,Control_Room,0.7844
0.710949,person,13,Riot,0.809208
0.710949,person,13,Engine_Room,0.811548
0.710949,person,13,Stockroom,0.862899
0.710949,person,13,Microwave,0.909927
0.710949,person,13,Pubbing,0.91816
0.710949,person,13,Oven,0.949138
0.710949,person,13,Dish_Washer,0.953877
0.710949,person,13,Stove,0.968074
0.710949,person,13,Mixed_Color,0.97101
,NO_TAGS,13,Appliance,0.526297
,NO_TAGS,13,Engine_Room,0.627708
,NO_TAGS,13,Beauty_Salon,0.776559
,NO_TAGS,13,Riot,0.802228
,NO_TAGS,13,Engine_or_Control_Room,0.862702
,NO_TAGS,13,Stockroom,0.864176
,NO_TAGS,13,Control_Room,0.91679
,NO_TAGS,13,Dish_Washer,0.940101
,NO_TAGS,13,Microwave,0.943017
,NO_TAGS,13,Pubbing,0.943579
,NO_TAGS,13,Oven,0.95259
,NO_TAGS,13,Stove,0.966428
,NO_TAGS,13,Mixed_Color,0.972175
0.645656,person,13,Appliance,0.525593
0.645656,person,13,Snooker,0.534731
0.645656,person,13,Big_Group,0.557365
0.645656,person,13,Living_Room,0.596766
0.645656,person,13,Crowd,0.599388
0.645656,person,13,Engine_or_Control_Room,0.606597
0.645656,person,13,Dining_Room,0.695195
0.645656,person,13,Table_Tennis,0.768362
0.645656,person,13,Control_Room,0.780969
0.645656,person,13,Riot,0.831503
0.645656,person,13,Stockroom,0.854951
0.645656,person,13,Beauty_Salon,0.86444
0.645656,person,13,Microwave,0.917887
0.645656,person,13,Pubbing,0.930418
0.645656,person,13,Oven,0.9405
0.645656,person,13,Dish_Washer,0.949888
0.645656,person,13,Stove,0.966389
0.645656,person,13,Mixed_Color,0.971762
0.996665,person,13,Magenta,0.50119
0.996665,person,13,Restaurant,0.525245
0.996665,person,13,Camping,0.533371
0.996665,person,13,Store,0.545396
0.996665,person,13,Shopping,0.546456
0.996665,person,13,Celebrating,0.570499
0.996665,person,13,Crowd,0.645595
0.996665,person,13,Big_Group,0.726045
0.996665,person,13,Bookstore,0.792079
0.996665,person,13,Pubbing,0.792605
0.996665,person,13,Stockroom,0.794097
0.996665,person,13,Graduation,0.819634
0.996665,person,13,Barber_Shop,0.83739
0.996665,person,13,Toaster,0.839934
0.996665,person,13,Voting_Booth,0.860158
0.996665,person,13,Stove,0.867933
0.996665,person,13,Oven,0.934942
0.996665,person,13,Dish_Washer,0.956101
0.996665,person,13,Mixed_Color,0.972636
0.999089,person,13,Clubbing,0.503729
0.999089,person,13,Crowd,0.565273
0.999089,person,13,Pantry,0.60795
0.999089,person,13,Celebrating,0.647682
0.999089,person,13,Dining_Car,0.684966
0.999089,person,13,Beauty_Salon,0.716085
0.999089,person,13,Archery,0.787495
0.999089,person,13,Pubbing,0.789019
0.999089,person,13,Big_Group,0.802706
0.999089,person,13,Stockroom,0.825188
0.999089,person,13,Oven,0.845005
0.999089,person,13,Microwave,0.846321
0.999089,person,13,Stove,0.853995
0.999089,person,13,Dish_Washer,0.92006
0.999089,person,13,Mixed_Color,0.972262
0.993307,person,13,Magenta,0.515669
0.993307,person,13,Table_Tennis,0.627255
0.993307,person,13,Industrial_Space,0.680329
0.993307,person,13,Engine_or_Control_Room,0.733503
0.993307,person,13,Assembly_Plant,0.765966
0.993307,person,13,Archery,0.780527
0.993307,person,13,Car_Repair_Shop,0.789006
0.993307,person,13,Stockroom,0.842958
0.993307,person,13,Riot,0.859806
0.993307,person,13,Pubbing,0.873961
0.993307,person,13,Toaster,0.901757
0.993307,person,13,Engine_Room,0.924159
0.993307,person,13,Dish_Washer,0.938182
0.993307,person,13,Oven,0.961206
0.993307,person,13,Stove,0.964009
0.993307,person,13,Mixed_Color,0.97257
0.956893,person,13,Racquet_Sport,0.504737
0.956893,person,13,Appliance,0.521924
0.956893,person,13,Engine_or_Control_Room,0.547338
0.956893,person,13,Industrial_Space,0.607335
0.956893,person,13,Living_Room,0.648135
0.956893,person,13,Archery,0.702398
0.956893,person,13,Riot,0.74079
0.956893,person,13,Engine_Room,0.802322
0.956893,person,13,Control_Room,0.803171
0.956893,person,13,Table_Tennis,0.828959
0.956893,person,13,Stockroom,0.848979
0.956893,person,13,Beauty_Salon,0.851109
0.956893,person,13,Pubbing,0.91067
0.956893,person,13,Microwave,0.936459
0.956893,person,13,Oven,0.943723
0.956893,person,13,Dish_Washer,0.956199
0.956893,person,13,Stove,0.968286
0.956893,person,13,Mixed_Color,0.974384
0.916827,person,13,Appliance,0.52882
0.916827,person,13,Crowd,0.545619
0.916827,person,13,Eatery_Space,0.551311
0.916827,person,13,Big_Group,0.564033
0.916827,person,13,Tool,0.609632
0.916827,person,13,Riot,0.642449
0.916827,person,13,Industrial_Space,0.644229
0.916827,person,13,Living_Room,0.670031
0.916827,person,13,Archery,0.706098
0.916827,person,13,Engine_or_Control_Room,0.77879
0.916827,person,13,Stockroom,0.848352
0.916827,person,13,Beauty_Salon,0.865566
0.916827,person,13,Engine_Room,0.872055
0.916827,person,13,Table_Tennis,0.873354
0.916827,person,13,Pubbing,0.879747
0.916827,person,13,Microwave,0.8966
0.916827,person,13,Control_Room,0.907073
0.916827,person,13,Oven,0.950614
0.916827,person,13,Dish_Washer,0.952057
0.916827,person,13,Stove,0.968065
0.916827,person,13,Mixed_Color,0.972768
0.785835,person,13,Indoor_Volleyball,0.50168
0.785835,person,13,Living_Room,0.50381
0.785835,person,13,Appliance,0.51091
0.785835,person,13,Engine_or_Control_Room,0.629505
0.785835,person,13,Riot,0.708631
0.785835,person,13,Beauty_Salon,0.740966
0.785835,person,13,Table_Tennis,0.775597
0.785835,person,13,Stockroom,0.864644
0.785835,person,13,Engine_Room,0.870746
0.785835,person,13,Control_Room,0.886818
0.785835,person,13,Pubbing,0.921986
0.785835,person,13,Dish_Washer,0.936678
0.785835,person,13,Microwave,0.940234
0.785835,person,13,Oven,0.963031
0.785835,person,13,Stove,0.967023
0.785835,person,13,Mixed_Color,0.971568
0.995504,person,13,Appliance,0.520057
0.995504,person,13,Table_Tennis,0.523879
0.995504,person,13,Living_Room,0.563205
0.995504,person,13,Archery,0.618365
0.995504,person,13,Engine_or_Control_Room,0.630689
0.995504,person,13,Industrial_Space,0.749176
0.995504,person,13,Pubbing,0.753341
0.995504,person,13,Distillery,0.780139
0.995504,person,13,Control_Room,0.801167
0.995504,person,13,Engine_Room,0.820288
0.995504,person,13,Riot,0.845083
0.995504,person,13,Stockroom,0.857946
0.995504,person,13,Microwave,0.910359
0.995504,person,13,Dish_Washer,0.933519
0.995504,person,13,Oven,0.95561
0.995504,person,13,Stove,0.968002
0.995504,person,13,Mixed_Color,0.974129
0.964429,person,13,Restaurant,0.515945
0.964429,person,13,Appliance,0.525101
0.964429,person,13,Living_Room,0.614338
0.964429,person,13,Pubbing,0.647093
0.964429,person,13,Engine_or_Control_Room,0.69181
0.964429,person,13,Archery,0.699411
0.964429,person,13,Industrial_Space,0.750832
0.964429,person,13,Distillery,0.788165
0.964429,person,13,Riot,0.852237
0.964429,person,13,Stockroom,0.863367
0.964429,person,13,Engine_Room,0.866466
0.964429,person,13,Control_Room,0.871717
0.964429,person,13,Microwave,0.921583
0.964429,person,13,Dish_Washer,0.945273
0.964429,person,13,Oven,0.951984
0.964429,person,13,Stove,0.969362
0.964429,person,13,Mixed_Color,0.972898
0.524979,person,13,Restaurant,0.508574
0.524979,person,13,Crowd,0.513581
0.524979,person,13,Archery,0.521961
0.524979,person,13,Store,0.526002
0.524979,person,13,Library,0.698714
0.524979,person,13,Table_Tennis,0.743799
0.524979,person,13,Engine_or_Control_Room,0.757425
0.524979,person,13,Riot,0.783963
0.524979,person,13,Beauty_Salon,0.81309
0.524979,person,13,Stockroom,0.849476
0.524979,person,13,Control_Room,0.870342
0.524979,person,13,Pubbing,0.891081
0.524979,person,13,Dish_Washer,0.903423
0.524979,person,13,Microwave,0.9309
0.524979,person,13,Oven,0.956812
0.524979,person,13,Stove,0.966596
0.524979,person,13,Mixed_Color,0.974636
0.645656,person,13,Eatery_Space,0.503243
0.645656,person,13,Appliance,0.508038
0.645656,person,13,Archery,0.639066
0.645656,person,13,Industrial_Space,0.64526
0.645656,person,13,Living_Room,0.666704
0.645656,person,13,Table_Tennis,0.702899
0.645656,person,13,Riot,0.758975
0.645656,person,13,Beauty_Salon,0.789904
0.645656,person,13,Engine_or_Control_Room,0.812411
0.645656,person,13,Engine_Room,0.860115
0.645656,person,13,Stockroom,0.861581
0.645656,person,13,Control_Room,0.888147
0.645656,person,13,Pubbing,0.906638
0.645656,person,13,Toaster,0.916497
0.645656,person,13,Dish_Washer,0.927175
0.645656,person,13,Oven,0.954933
0.645656,person,13,Stove,0.968567
0.645656,person,13,Mixed_Color,0.971829
0.689974,person,13,Appliance,0.501147
0.689974,person,13,Living_Room,0.529989
0.689974,person,13,Archery,0.591884
0.689974,person,13,Industrial_Space,0.61119
0.689974,person,13,Engine_or_Control_Room,0.732102
0.689974,person,13,Riot,0.749286
0.689974,person,13,Engine_Room,0.776199
0.689974,person,13,Table_Tennis,0.782862
0.689974,person,13,Beauty_Salon,0.804735
0.689974,person,13,Stockroom,0.857798
0.689974,person,13,Control_Room,0.864019
0.689974,person,13,Pubbing,0.883634
0.689974,person,13,Microwave,0.910842
0.689974,person,13,Dish_Washer,0.911272
0.689974,person,13,Oven,0.955262
0.689974,person,13,Stove,0.967614
0.689974,person,13,Mixed_Color,0.973729
0.985226,person,13,Appliance,0.512157
0.985226,person,13,Table_Tennis,0.550211
0.985226,person,13,Archery,0.553609
0.985226,person,13,Engine_or_Control_Room,0.651092
0.985226,person,13,Industrial_Space,0.654104
0.985226,person,13,Distillery,0.69471
0.985226,person,13,Car_Repair_Shop,0.755653
0.985226,person,13,Riot,0.813894
0.985226,person,13,Stockroom,0.855499
0.985226,person,13,Engine_Room,0.875581
0.985226,person,13,Pubbing,0.901592
0.985226,person,13,Toaster,0.910843
0.985226,person,13,Dish_Washer,0.922369
0.985226,person,13,Oven,0.95783
0.985226,person,13,Stove,0.966886
0.985226,person,13,Mixed_Color,0.973819
0.817574,person,13,Appliance,0.512926
0.817574,person,13,Industrial_Space,0.519561
0.817574,person,13,Archery,0.538868
0.817574,person,13,Assembly_Plant,0.673573
0.817574,person,13,Riot,0.707497
0.817574,person,13,Engine_or_Control_Room,0.714954
0.817574,person,13,Table_Tennis,0.745937
0.817574,person,13,Engine_Room,0.778298
0.817574,person,13,Control_Room,0.809227
0.817574,person,13,Stockroom,0.854471
0.817574,person,13,Pubbing,0.856495
0.817574,person,13,Toaster,0.920344
0.817574,person,13,Dish_Washer,0.938719
0.817574,person,13,Oven,0.952387
0.817574,person,13,Stove,0.967851
0.817574,person,13,Mixed_Color,0.974369
0.645656,person,13,Archery,0.638773
0.645656,person,13,Riot,0.679462
0.645656,person,13,Engine_or_Control_Room,0.682641
0.645656,person,13,Car_Repair_Shop,0.804451
0.645656,person,13,Control_Room,0.848409
0.645656,person,13,Stockroom,0.853214
0.645656,person,13,Engine_Room,0.876963
0.645656,person,13,Pubbing,0.903518
0.645656,person,13,Microwave,0.903831
0.645656,person,13,Dish_Washer,0.940763
0.645656,person,13,Stove,0.946671
0.645656,person,13,Oven,0.946991
0.645656,person,13,Mixed_Color,0.971459
0.970688,person,13,Appliance,0.5098
0.970688,person,13,Engine_or_Control_Room,0.526301
0.970688,person,13,Table_Tennis,0.56224
0.970688,person,13,Riot,0.715696
0.970688,person,13,Engine_Room,0.734269
0.970688,person,13,Archery,0.760247
0.970688,person,13,Beauty_Salon,0.807183
0.970688,person,13,Control_Room,0.826194
0.970688,person,13,Stockroom,0.859413
0.970688,person,13,Pubbing,0.886075
0.970688,person,13,Microwave,0.930521
0.970688,person,13,Oven,0.935249
0.970688,person,13,Dish_Washer,0.93924
0.970688,person,13,Stove,0.963718
0.970688,person,13,Mixed_Color,0.973488
0.960834,person,13,Appliance,0.520097
0.960834,person,13,Whiskey,0.536751
0.960834,person,13,Engine_or_Control_Room,0.584379
0.960834,person,13,Car_Repair_Shop,0.595406
0.960834,person,13,Beauty_Salon,0.602573
0.960834,person,13,Stockroom,0.809714
0.960834,person,13,Control_Room,0.8329
0.960834,person,13,Table_Tennis,0.888093
0.960834,person,13,Pubbing,0.914374
0.960834,person,13,Microwave,0.919904
0.960834,person,13,Dish_Washer,0.937545
0.960834,person,13,Oven,0.943429
0.960834,person,13,Stove,0.964073
0.960834,person,13,Mixed_Color,0.971418
0.450166,person,13,Appliance,0.511302
